Code,Occupation,National Shortage Rating,New South Wales Shortage Rating,Victoria Shortage Rating,Queensland Shortage Rating,South Australia Shortage Rating,Western Australia Shortage Rating,Tasmania Shortage Rating,Northern Territory Shortage Rating,Australian Capital Territory Shortage Rating,Skill Level
312312,Electrical Engineering Technician,Metro shortage,Metro shortage,Metro shortage,Metro shortage,Metro shortage,Metro shortage,Metro shortage,Metro shortage,Shortage,2
312411,Electronic Engineering Draftsperson,No shortage,Shortage,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,2
312412,Electronic Engineering Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
312511,Mechanical Engineering Draftsperson,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
312512,Mechanical Engineering Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
312611,Safety Inspector,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
312911,Maintenance Planner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
312912,Metallurgical or Materials Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
312913,Mine Deputy,No shortage,No shortage,No shortage,No shortage,No shortage,Regional shortage,No shortage,No shortage,No shortage,2
312914,Other Draftsperson,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
312999,Building and Engineering Technicians nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313111,Hardware Technician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313112,ICT Customer Support Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313113,Web Administrator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313199,ICT Support Technicians nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,2
313211,Radiocommunications Technician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313212,Telecommunications Field Engineer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313213,Telecommunications Network Planner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
313214,Telecommunications Technical Officer or Technologist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
321111,Automotive Electrician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
321211,Motor Mechanic (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
321212,Diesel Motor Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
321213,Motorcycle Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
321214,Small Engine Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
322111,Blacksmith,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
322112,Electroplater,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
322113,Farrier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,3
322114,Metal Casting Trades Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,3
322115,Metal Polisher,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
322211,Sheetmetal Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
322311,Metal Fabricator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
322312,Pressure Welder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,No shortage,3
322313,Welder (First Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323111,Aircraft Maintenance Engineer (Avionics),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323112,Aircraft Maintenance Engineer (Mechanical),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323113,Aircraft Maintenance Engineer (Structures),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,No shortage,3
323211,Fitter (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323212,Fitter and Turner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323213,Fitter-Welder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323214,Metal Machinist (First Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323215,"Textile, Clothing and Footwear Mechanic",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
323299,Metal Fitters and Machinists nec,No shortage,Shortage,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,3
323311,Engraver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
323312,Gunsmith,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
323313,Locksmith,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323314,Precision Instrument Maker and Repairer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
323315,Saw Doctor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,3
323316,Watch and Clock Maker and Repairer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
323411,Engineering Patternmaker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,3
323412,Toolmaker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,3
324111,Panelbeater,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
324211,Vehicle Body Builder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
324212,Vehicle Trimmer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
324311,Vehicle Painter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
331111,Bricklayer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
331112,Stonemason,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
331211,Carpenter and Joiner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
331212,Carpenter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
331213,Joiner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
332111,Floor Finisher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
332211,Painter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
333111,Glazier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
333211,Plasterer (Wall and Ceiling),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
333212,Renderer (Solid Plaster),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
333311,Roof Tiler,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
333411,Wall and Floor Tiler,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
334112,Airconditioning and Mechanical Services Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
334113,Drainer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
334114,Gasfitter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
334115,Roof Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
334116,Plumber (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
334117,Fire Protection Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
341111,Electrician (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
341112,Electrician (Special Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,No shortage,3
341113,Lift Mechanic,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
342111,Airconditioning and Refrigeration Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
342211,Electrical Linesworker / Electrical Line Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
342212,Technical Cable Jointer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
342311,Business Machine Mechanic,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
342312,Communications Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
342313,Electronic Equipment Trades Worker,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,3
342314,Electronic Instrument Trades Worker (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
342315,Electronic Instrument Trades Worker (Special Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,3
342411,Cabler (Data and Telecommunications),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
342412,Telecommunications Cable Jointer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,3
342413,Telecommunications Linesworker / Telecommunications Line Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
342414,Telecommunications Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
351111,Baker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
351112,Pastrycook,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,3
351211,Butcher or Smallgoods Maker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
351311,Chef,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,Shortage,2
351411,Cook,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
361111,Dog Handler or Trainer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
361112,Horse Trainer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
361113,Pet Groomer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
361114,Zookeeper,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
361115,Kennel Hand,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
361116,Track Rider,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
361199,Animal Attendants and Trainers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
361311,Veterinary Nurse,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
362111,Florist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
362312,Sports Turf Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
362313,Sports Turf Trades Worker,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,No shortage,3
362411,Nurseryperson,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
362511,Arborist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
362512,Tree Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
362611,Gardener (General),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
362711,Landscape Gardener,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
362712,Irrigation Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
363111,Aquaculture Supervisor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363112,Fishing Leading Hand,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363113,Forestry Operations Supervisor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363114,Horticultural Supervisor or Specialist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363115,Senior Broadacre Crop and Livestock Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363116,Senior Broadacre Crop Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363117,Vineyard Supervisor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363199,"Senior Aquaculture, Crop and Forestry Workers nec",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363211,Senior Beef Cattle Station Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363212,Senior Cattle and Sheep Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363213,Senior Dairy Cattle Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363214,Senior Piggery Stockperson,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363215,Senior Sheep Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363299,Senior Livestock Farm Workers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363311,Shearer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
363312,Wool Classer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
391111,Hairdresser,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
392111,Print Finisher,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
392112,Screen Printer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
392211,Graphic Pre-press Trades Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,3
392311,Printing Machinist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
392312,Small Offset Printer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393111,Canvas Goods Fabricator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393112,Leather Goods Maker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393113,Sail Maker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393114,Shoemaker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393211,Apparel Cutter,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393212,Clothing Patternmaker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393213,Dressmaker or Tailor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393299,Clothing Trades Workers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
393311,Upholsterer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
394112,Cabinet Maker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
394113,Furniture Maker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
394211,Furniture Finisher,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
394212,Picture Framer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
394213,Wood Machinist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,3
394214,Wood Turner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
394299,Wood Machinists and Other Wood Trades Workers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399111,Boat Builder and Repairer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
399112,Shipwright,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,3
399211,Chemical Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399212,Gas or Petroleum Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399213,Power Generation Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399311,Gallery or Museum Technician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
399312,Library Technician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
399411,Jeweller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
399511,Broadcast Transmitter Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399512,"Camera Operator (Film, Television or Video)",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399513,Light Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
399514,Make Up Artist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399515,Musical Instrument Maker or Repairer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399516,Sound Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
399517,Television Equipment Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399599,Performing Arts Technicians nec,No shortage,Shortage,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,3
399611,Signwriter,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399911,Diver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399912,Interior Decorator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
399913,Optical Dispenser / Dispensing Optician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399914,Optical Mechanic,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399915,Photographer's Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
399916,Plastics Technician,No shortage,Shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
399918,Fire Protection Equipment Technician,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,3
399999,Technicians and Trades Workers nec,No shortage,Shortage,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,3
411111,Ambulance Officer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
411112,Intensive Care Ambulance Paramedic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
411211,Dental Hygienist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
411212,Dental Prosthetist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,2
411213,Dental Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
411214,Dental Therapist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
411311,Diversional Therapist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
411411,Enrolled Nurse,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,2
411412,Mothercraft Nurse,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
411511,Aboriginal and Torres Strait Islander Health Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
411611,Massage Therapist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
411711,Community Worker,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,2
411712,Disabilities Services Officer,No shortage,Regional shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,2
411713,Family Support Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
411714,Parole or Probation Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
411715,Residential Care Officer,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,2
411716,Youth Worker,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,2
421111,Child Care Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
421112,Family Day Care Worker,No shortage,Regional shortage,No shortage,No shortage,Regional shortage,No shortage,No shortage,No shortage,Shortage,4
421113,Nanny,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
421114,Out of School Hours Care Worker,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,3
422111,Aboriginal and Torres Strait Islander Education Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
422112,Integration Aide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
422115,Preschool Aide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
422116,Teachers' Aide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
423111,Aged or Disabled Carer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
423211,Dental Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
423311,Hospital Orderly,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
423312,Nursing Support Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
423313,Personal Care Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,4
423314,Therapy Aide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
423411,Child or Youth Residential Care Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
423412,Hostel Parent,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
423413,Refuge Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
431111,Bar Attendant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,4
431112,Barista,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
431311,Gaming Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
431411,Hotel Service Manager,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,2
431511,Waiter,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,4
441211,Emergency Service Worker,No shortage,Shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,No shortage,3
441212,Fire Fighter,No shortage,Shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
441312,Police Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
442111,Prison Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
442213,Crowd Controller,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
442214,Private Investigator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
442216,Security Consultant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
442217,Security Officer,No shortage,Shortage,No shortage,No shortage,Shortage,No shortage,No shortage,Shortage,No shortage,4
451111,Beauty Therapist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
451211,Driving Instructor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
451311,Funeral Director,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
451399,Funeral Workers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
451411,Gallery or Museum Guide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451412,Tour Guide,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
451511,Natural Remedy Consultant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451512,Weight Loss Consultant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
